"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"CELE","606","Research-Medicine","2586","Medicine","0","0","0","0","0","0","0","12","0","0","0","0","0","3","0","0","Thomas, Dorian E","15"
"CELE","618","CRITICAL CARE-SICU","2271","Surgery","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","Flamm, James","4"
"CELE","620","ECM 3-4: M-4 TEACHING ELECTIVE","2857","Medical Education","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","Thomas, Dorian E","17"
"ACTG","355","Business Law I","2656","Accounting","18","20","14","6","1","0","0","0","0","0","0","0","0","0","0","1","Scully, George","60"
"ACTG","493","Actg Cases Research & Analysis","2656","Accounting","40","37","18","3","0","0","0","0","0","0","0","0","0","0","0","4","Engel, Ellen","102"
"ACTG","500","Intro Financial Actg","2656","Accounting","12","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Atatsi, Joseph","32"
"ACTG","500","Intro Financial Actg","2656","Accounting","14","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Foutty, Kenton Alan","21"
"ACTG","500","Intro Financial Actg","2656","Accounting","41","24","3","2","0","0","0","0","0","0","0","0","0","0","0","0","Magina, Nicholas","70"
"AHS","200","Intro Integrated Health","2797","Applied Health Sciences Admin","26","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","Alve, Mohammad Yeasir Arafat","40"
"ANTH","217","Intro to Museum Anthropology","2841","Anthropology","8","8","1","1","0","0","0","0","0","0","0","0","0","0","0","2","Johnson, Peri","20"
"ARAB","103","Intermediate Arabic I","2349","Classics & Mediterran Studies","12","5","2","0","1","0","0","0","0","0","0","0","0","0","0","3","Aburqayeq, Ghassan","23"
"ARAB","103","Intermediate Arabic I","2349","Classics & Mediterran Studies","19","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Babiker, Mariam","24"
"ARCH","465","Advanced Topic Studio 1","2911","School of Architecture","4","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Materia, Barbara","13"
"ARCH","574","Architectural Structures II","2911","School of Architecture","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Mojekwu, Eugene Chukwunonso","19"
"ART","112","Introduction to Drawing","2583","Art","14","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Aguilar, Sarah","20"
"ART","140","Introduction to Sculpture","2583","Art","15","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Crist, Andrea","20"
"ART","140","Introduction to Sculpture","2583","Art","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Patton, Katelyn","20"
"ART","150","Intro to New Media Arts","2583","Art","17","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Johnson, Garrett Laroy","19"
"ART","151","Intro to Creative Coding","2583","Art","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hamilton-Gamache, Wanbli Wichakpi","18"
"ART","160","Intro:Digital Photo(GEN ED)","2583","Art","11","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","Malagrino, Silvia A","17"
"ART","230","Topics in Painting I","2583","Art","13","5","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Osterland, Elissa Kortright","20"
"ART","275","Topics in Screenwriting","2583","Art","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Reeder, Jennifer K","21"
"ART","312","Spin, Stitch, Weave, Draw","2583","Art","17","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Carson, Teresita","20"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","90","5","1","1","7","0","0","0","0","0","0","0","0","0","0","1","Soriano, Diana Ethel","105"
"BA","101","Business First-Year Seminar","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","127","8","6","Jimenez, Andrea","141"
"BA","101","Business First-Year Seminar","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","175","32","5","Morton, Ashley A","212"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","70","2","0","Rodriguez, Paul","72"
"BA","420","Professional Presence","2785","Business Administration Admini","47","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Rodriguez, Paul","49"
"BA","520","Improvisation & Leadership","2785","Business Administration Admini","18","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Rodriguez, Paul","19"
"BCMG","599","PhD Thesis Research","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","Caffrey, Michael S","24"
"ACTG","210","Intro Fin Actg BBA Online","2656","Accounting","7","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Attah-Gyamfi, Erasmus","17"
"ACTG","465","Govt & Non-Profit Actg","2656","Accounting","1","6","4","3","2","0","0","0","0","0","0","0","0","0","0","3","Salama, Yehia A.","19"
"AH","259","Eighteenth-Century Art","2910","Art History","5","12","7","0","8","0","0","0","3","0","0","0","0","0","0","5","Dubin, Nina","40"
"AHS","101","Rehab Sci Student Success","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","18","5","0","Akinola, Olayemi","23"
"AHS","102","Intro Clinical Research","2797","Applied Health Sciences Admin","13","10","0","1","1","0","0","0","0","0","0","0","0","0","0","1","Akinola, Olayemi","26"
"AHS","393","Synthesis in Health &Rehab Sci","2797","Applied Health Sciences Admin","23","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Kieso, Tiana Al-Aswad","25"
"AHS","393","Synthesis in Health &Rehab Sci","2797","Applied Health Sciences Admin","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Rodriguez, Vanessa","25"
"ANTH","216","Medicine, Culture, & Society","2841","Anthropology","64","26","13","7","5","0","0","0","1","0","0","0","0","0","0","2","Reddy, Gayatri","118"
"ANTH","217","Anthropology of Middle East","2841","Anthropology","12","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Rabie, Kareem Mohamed","14"
"ARCH","251","Arch Analysis","2911","School of Architecture","37","32","8","3","3","0","0","0","1","0","0","0","0","0","0","1","Eisenschmidt, Alexander","85"
"ARCH","465","Advanced Topic Studio 1","2911","School of Architecture","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Brown, David P","13"
"ART","201","Practices of Art Education","2583","Art","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Estrada, William","12"
"ART","520","Art and Afro-pessimism","2583","Art","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Young, Nathaniel James","10"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","25","4","3","2","2","0","0","0","0","0","0","0","0","0","0","0","Brunlieb, Michael","36"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","45","5","2","1","1","0","0","0","0","0","0","0","0","0","0","0","Griffin, Dionna","54"
"BA","200","Managerial Comm BBA Online","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","2","Hardy, Florence","43"
"BA","200","Managerial Communication","2785","Business Administration Admini","82","52","7","0","1","0","0","0","1","0","0","0","0","0","0","2","Bailey, Lisa","145"
"BA","420","Professional Presence","2785","Business Administration Admini","48","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Lord, Morgan","54"
"BA","494","Career Exploration for BBA","2785","Business Administration Admini","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Galeher, Janmarie","17"
"BHIS","510","Health Care Info Systems","2318","Biomed & Health Info Sciences","4","15","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Czart, Margaret B","20"
"BHIS","529","Business Intel & Analytics","2318","Biomed & Health Info Sciences","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Isola, Miriam L.","16"
"BIOS","323","Molecular Biology Laboratory","2453","Biological Sciences","16","6","2","0","1","0","0","0","0","0","0","0","0","0","0","2","Mc Cutcheon, Suzanne M","27"
"BLST","503","Black Power and the Arts","2363","Black Studies","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Dubey, Madhu","10"
"BME","481","Bioinformatics Laboratory","2437","Biomedical Eng - Engineering","22","5","1","1","0","0","0","0","0","0","0","0","0","0","0","2","Lin, Meishan","31"
"BME","575","Neural Engineering II","2437","Biomedical Eng - Engineering","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Esmailbeigi, Hananeh","12"
"BVIS","519","Modeling I","2318","Biomed & Health Info Sciences","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Cloninger, Kelly Lee","21"
"CELE","603","Dermatology - Online","2732","Dermatology","0","0","0","0","0","0","0","37","0","0","4","0","0","61","0","0","Thomas, Dorian E","102"
"ACTG","210","Intro Financial Accounting","2656","Accounting","20","22","15","4","2","0","0","0","0","0","0","0","0","0","0","0","McGuinness, Brian","63"
"ACTG","355","Business Law I","2656","Accounting","11","17","15","10","1","0","0","0","0","0","0","0","0","0","0","2","Leahy, Edward","56"
"ACTG","470","Ethical Environment Business","2656","Accounting","23","26","10","6","1","0","0","0","8","0","0","0","0","0","0","5","Scully, George","79"
"ACTG","474","Actg Information Systems","2656","Accounting","40","43","25","1","8","0","0","0","0","0","0","0","0","0","0","6","Chen, Jason Victor","123"
"AH","125","Asian Art and Architecture","2910","Art History","10","12","4","1","1","0","0","0","0","0","0","0","0","0","0","1","Schuster, Maggie","29"
"AH","204","Greek Art & Archaeology","2349","Classics & Mediterran Studies","7","2","3","0","0","0","0","0","0","0","0","0","0","0","0","2","Ros, Karen E","14"
"AHS","210","Intro to Rehab Science","2797","Applied Health Sciences Admin","13","7","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Hasnain, Rooshey","22"
"ANTH","105","Human Evolution","2841","Anthropology","81","29","14","6","6","0","0","0","0","0","0","0","0","0","0","4","Whyms, Pamela S","140"
"ANTH","238","Biology of Women","2841","Anthropology","10","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Starkweather, Kathrine Elizabeth","14"
"ART","112","Introduction to Drawing","2583","Art","13","5","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Whyte, Sarah Margaret Huang Yuan","20"
"ART","160","Intro:Digital Photo","2583","Art","14","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Choi, Inseok","20"
"ART","400","Advanced Critique","2583","Art","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Higgins, Hannah B","14"
"BA","101","Business First-Year Seminar","2785","Business Administration Admini","0","0","0","0","0","0","0","0","1","0","0","0","0","123","25","3","Nemec, Timothy Ryan","152"
"BA","101","Business1st-Year Seminar","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","68","7","0","Jimenez, Andrea","75"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","70","3","0","Brunlieb, Michael","73"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","Wilson, Jeffrey Crossen","17"
"BA","320","Civic Engagement","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","1","Lloyd, Anna K","89"
"BA","320","Civic Engagement","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","89","1","0","Walthall, Mary","90"
"BA","320","Civic Engagement","2785","Business Administration Admini","0","0","0","0","0","0","0","0","1","0","0","0","0","87","2","0","Wilson, Jeffrey Crossen","90"
"BA","494","Leadership: BBA Online","2785","Business Administration Admini","10","13","1","0","2","0","0","0","0","0","0","0","0","0","0","1","Atchley, Cindy J","27"
"BA","520","Improvisation and Leadership","2785","Business Administration Admini","17","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Wilson, Jeffrey Crossen","20"
"BCMG","594","SpTpc BCMG: Grant Prop Writing","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","Segev, Nava","12"
"BHIS","520","Hlth Info Syst Analysis & Dsgn","2318","Biomed & Health Info Sciences","37","2","1","0","0","0","0","0","1","0","0","0","0","0","0","1","Foster, LeRoy","42"
"BHIS","540","Essentials Hlth Data Science","2318","Biomed & Health Info Sciences","23","11","3","1","1","0","0","0","0","0","0","0","0","0","0","3","Krive, Jacob","42"
"BIOS","220","Genetics","2453","Biological Sciences","21","29","17","15","12","0","0","0","0","0","0","0","0","0","0","10","Morrison, Donald A","104"
"BIOS","294","DuSable Trailblazing Scholar","2453","Biological Sciences","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Gonzalez-Meler, Miquel Angel","12"
"BIOS","294","Insect Evolution and Diversity","2453","Biological Sciences","11","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Molumby, Alan J","18"
"ACTG","316","Intermediate Financial Actg II","2656","Accounting","38","60","25","3","1","0","0","0","1","0","0","0","0","0","0","3","McLaughlin, Michael Patrick","131"
"ACTG","417","Adv Financial Accounting","2656","Accounting","7","10","8","7","2","0","0","0","0","0","0","0","0","0","0","2","Salama, Yehia A.","36"
"ACTG","500","Intro Financial Actg","2656","Accounting","43","18","7","3","4","0","0","0","0","0","0","0","0","0","0","1","Attah-Gyamfi, Erasmus","76"
"ANTH","229","Archaeo Frauds,Myths,Pseudosci","2841","Anthropology","9","8","3","3","2","0","0","0","0","0","0","0","0","0","0","0","Goodman, Elizabeth M","25"
"ARCH","105","Architectural Studio 1","2911","School of Architecture","10","55","24","6","14","0","0","0","0","0","0","0","0","0","0","4","Preissner, Paul","113"
"ARCH","371","Architectural Theory 1","2911","School of Architecture","11","56","23","5","0","0","0","0","0","0","0","0","0","0","0","2","De Jong, Judith","97"
"ARCH","414","Contemporary Practices","2911","School of Architecture","4","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Andersen, Paul","14"
"ARCH","440","Digital Design and Fabrication","2911","School of Architecture","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","Preissner, Paul","16"
"ART","130","Intro to Painting + Color","2583","Art","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Banos Arjona, Juan Antonio","20"
"ART","151","Intro to Creative Coding","2583","Art","11","5","0","1","1","0","0","0","0","0","0","0","0","0","0","1","Moreno, Sal","19"
"ART","201","Practices of Art Education","2583","Art","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hill Fitzgerald, Andrea","12"
"ART","250","Topics NMA: Wearables","2583","Art","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hamilton-Gamache, Wanbli Wichakpi","19"
"ART","530","Advanced Graduate Critique","2583","Art","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Stratman, Deborah Renee","18"
"BA","101","Business First-Year Seminar","2785","Business Administration Admini","0","0","0","0","0","0","0","0","3","0","0","0","0","29","1","0","Duffner, Kevin Joseph","33"
"BA","200","Managerial Communication","2785","Business Administration Admini","96","44","5","0","3","0","0","0","0","0","0","0","0","0","0","1","Banks, Jacinta","149"
"BA","200","Managerial Communication","2785","Business Administration Admini","19","37","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Corte, Anthony M","60"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","50","2","0","Lord, Morgan","52"
"BA","420","Professional Presence","2785","Business Administration Admini","28","4","1","1","2","0","0","0","0","0","0","0","0","0","0","0","Brunlieb, Michael","36"
"BHIS","515","Mgmt Hlth Care Comm Syst","2318","Biomed & Health Info Sciences","23","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Garcia, Justina Renee","25"
"BIOS","230","Evolution and Ecology","2453","Biological Sciences","47","41","39","19","12","0","0","0","0","0","0","0","0","0","0","13","Ashley, Mary Virginia","171"
"BIOS","352","Introductory Biochemistry","2453","Biological Sciences","72","89","62","17","5","0","0","0","0","0","0","0","0","0","0","15","Polikanov, Yury S","260"
"BIOS","399","Independent Research","2453","Biological Sciences","0","0","0","0","0","0","0","10","0","0","0","0","0","11","0","0","Shingleton, Alexander","21"
"BIOS","484","Neuroscience I","2453","Biological Sciences","53","42","18","11","4","0","0","0","0","0","0","0","0","0","0","5","Richmond, Janet Elizabeth","133"
"BIOS","595","Departmental Seminar","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","37","2","0","Orenic, Teresa Vales","39"
"BLST","100","Introduction to Black Studies","2363","Black Studies","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Smith, Anthony","18"
"BLST","191","African and Carribean Lit","2943","French and Francophone Studies","4","4","4","1","0","0","0","0","2","0","0","0","0","0","0","3","Brown, Nicholas Mainey","18"
"BME","472","Models of the Nervous System","2437","Biomedical Eng - Engineering","7","9","2","0","0","0","0","0","1","0","2","0","0","0","0","1","Patton, James","22"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","45","45","19","8","4","0","0","0","0","0","0","0","0","0","0","1","Lord Pearson, Eva Marie","122"
"ACTG","475","Database Accounting Systems","2656","Accounting","10","15","8","2","4","0","0","0","0","0","0","0","0","0","0","1","Kupchek, Michael J","40"
"AH","100","Intro to Art &Art History","2910","Art History","11","12","10","3","2","0","0","0","0","0","0","0","0","0","0","1","Putnam, Jaclyn Marie","39"
"AH","110","World Hist Art & Built Env I","2910","Art History","129","105","54","8","23","0","0","0","4","0","0","0","0","0","0","17","Harmansah, Omur","340"
"AH","273","Visual Culture Ancient Andes","2910","Art History","5","8","3","4","3","0","0","0","0","0","0","0","0","0","0","1","Finegold, Andrew","24"
"AH","531","Haunted S & SE Asia","2727","Urban Planning and Policy","16","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","Becker, Catherine","19"
"AHS","100","Applied Hlth Science Seminar I","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","68","28","1","Najdzin, Rachel Leigh","97"
"AHS","365","Measurement in Rehab","2797","Applied Health Sciences Admin","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Akinola, Olayemi","16"
"ANTH","215","Anthropology of Religion","2841","Anthropology","6","6","1","1","2","0","0","0","0","0","0","0","0","0","0","0","Mouftah, Nermeen","16"
"ARAB","201","Adv Arabic through Literature","2349","Classics & Mediterran Studies","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Babiker, Mariam","17"
"ART","150","Intro to New Media Arts","2583","Art","7","3","4","1","3","0","0","0","0","0","0","0","0","0","0","2","Foss, Caleb James","20"
"ART","260","Topic in Photo:Burden of Proof","2583","Art","12","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Miller, Nathan A","16"
"ASP","080","Workshop for MATH 180 Students","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","1","Mankus, Terrance A","13"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","45","4","2","1","1","0","0","0","0","0","0","0","0","0","0","1","Anderson, Stephanie Leigh","54"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","Souri, Ranjit J","36"
"BA","290","Business Ethics for BBA Online","2785","Business Administration Admini","19","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Hardy, Florence","22"
"BHIS","499","Info Sources in BHIS","2318","Biomed & Health Info Sciences","51","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Mills, Laura Lynn","60"
"BHIS","575","App Stats Hlth Data Science","2318","Biomed & Health Info Sciences","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Velebit, Milan","15"
"BIOS","110","Biol of Cells & Organisms","2453","Biological Sciences","109","148","62","22","26","0","0","0","0","0","0","0","0","0","0","12","Daemicke Hansen, Alexandra Kristin","379"
"BIOS","286","Biology of Brain","2453","Biological Sciences","91","72","40","22","5","0","0","0","0","0","0","0","0","0","0","6","Tchernookova, Boriana Krassimirova","236"
